id,subconjunto,question_type,medical_task,body_system,chars,words,chars_full,words_full,tok_cl100k,tok_cl100k_full,tok_qwen,tok_qwen_full
Text-1983,Text,Understanding,Diagnosis,Muscular,1651,253,2633,405,354,574,355,575
Text-1984,Text,Reasoning,Treatment,Digestive,883,134,1179,174,210,290,217,297
Text-1985,Text,Reasoning,Treatment,Respiratory,662,89,957,125,122,184,122,184
Text-1986,Text,Reasoning,Basic Science,Muscular,739,97,1094,140,162,250,164,252
Text-1987,Text,Understanding,Treatment,Cardiovascular,1146,177,1403,213,285,364,296,375
Text-1988,Text,Reasoning,Treatment,Respiratory,1196,164,1567,201,357,485,374,502
Text-1989,Text,Reasoning,Diagnosis,Endocrine,1051,138,1369,174,257,357,265,365
Text-1990,Text,Reasoning,Treatment,Cardiovascular,1345,200,1579,233,405,477,433,505
Text-1991,Text,Reasoning,Diagnosis,Digestive,829,117,1052,148,206,285,208,287
Text-1992,Text,Reasoning,Basic Science,Skeletal,790,104,1453,192,233,447,233,447
Text-1993,Text,Reasoning,Treatment,Digestive,902,134,1201,184,211,301,212,302
Text-1994,Text,Reasoning,Diagnosis,Nervous,1448,215,1717,248,356,443,365,452
Text-1995,Text,Reasoning,Diagnosis,Nervous,1593,254,2038,323,359,479,369,490
Text-1996,Text,Reasoning,Diagnosis,Digestive,1345,194,1832,256,342,447,359,464
Text-1997,Text,Reasoning,Diagnosis,Cardiovascular,1211,189,1477,222,339,427,355,444
Text-1998,Text,Reasoning,Diagnosis,Other / NA,1149,182,1852,298,235,378,236,379
Text-1999,Text,Reasoning,Diagnosis,Skeletal,882,129,1217,175,212,303,213,304
Text-2000,Text,Reasoning,Diagnosis,Respiratory,1698,259,2591,399,381,585,390,594
Text-2001,Text,Understanding,Treatment,Muscular,976,130,1280,169,187,261,188,262
Text-2002,Text,Reasoning,Diagnosis,Reproductive,1175,177,1520,226,275,368,283,376
Text-2003,Text,Reasoning,Diagnosis,Digestive,1623,266,2023,321,488,594,523,630
Text-2004,Text,Reasoning,Treatment,Muscular,1907,296,3068,474,412,674,413,675
Text-2005,Text,Reasoning,Diagnosis,Urinary,1303,188,1672,241,334,442,342,450
Text-2006,Text,Reasoning,Basic Science,Nervous,774,108,1049,144,154,222,154,222
Text-2007,Text,Understanding,Treatment,Skeletal,1051,152,1936,280,237,434,240,440
Text-2008,Text,Reasoning,Diagnosis,Endocrine,765,111,1049,147,193,277,198,282
Text-2009,Text,Reasoning,Diagnosis,Digestive,1761,269,2019,304,507,590,535,618
Text-2010,Text,Reasoning,Diagnosis,Muscular,1183,170,1560,221,278,385,280,387
Text-2011,Text,Understanding,Basic Science,Skeletal,1120,160,1525,214,256,365,265,374
Text-2012,Text,Reasoning,Diagnosis,Reproductive,1195,189,1509,235,288,371,300,383
Text-2013,Text,Reasoning,Diagnosis,Nervous,1713,256,2096,314,401,516,405,521
Text-2014,Text,Reasoning,Treatment,Muscular,1110,159,1430,199,213,286,214,287
Text-2015,Text,Reasoning,Basic Science,Nervous,1793,245,2129,289,344,422,345,423
Text-2016,Text,Understanding,Diagnosis,Nervous,1015,149,1384,200,218,320,221,324
Text-2017,Text,Reasoning,Diagnosis,Digestive,1410,204,1706,245,414,497,441,524
Text-2018,Text,Reasoning,Treatment,Muscular,844,126,1043,154,204,279,206,281
Text-2019,Text,Understanding,Diagnosis,Skeletal,1219,183,1841,272,272,425,273,426
Text-2020,Text,Understanding,Basic Science,Skeletal,692,98,879,125,161,237,162,238
Text-2021,Text,Reasoning,Basic Science,Muscular,314,49,497,78,79,133,79,133
Text-2022,Text,Reasoning,Treatment,Skeletal,1611,292,2127,402,392,537,396,541
Text-2023,Text,Reasoning,Treatment,Other / NA,1075,169,1312,206,340,418,370,448
Text-2024,Text,Understanding,Basic Science,Lymphatic,403,61,655,102,113,197,114,199
Text-2025,Text,Understanding,Treatment,Nervous,570,120,741,177,193,310,202,326
Text-2026,Text,Reasoning,Diagnosis,Reproductive,1098,159,1422,205,253,353,257,357
Text-2027,Text,Understanding,Basic Science,Digestive,607,102,727,132,179,269,200,310
Text-2028,Text,Reasoning,Treatment,Endocrine,1170,151,1383,177,297,377,304,386
Text-2029,Text,Reasoning,Treatment,Reproductive,1322,189,1710,243,280,371,289,380
Text-2030,Text,Reasoning,Diagnosis,Endocrine,934,159,1324,228,228,330,233,335
Text-2031,Text,Reasoning,Treatment,Nervous,793,110,943,131,200,271,207,278
Text-2032,Text,Understanding,Diagnosis,Reproductive,435,67,720,115,108,189,111,195
Text-2033,Text,Reasoning,Diagnosis,Skeletal,916,122,1482,191,187,305,190,308
Text-2034,Text,Reasoning,Basic Science,Nervous,928,140,1287,203,201,302,202,303
Text-2035,Text,Reasoning,Diagnosis,Skeletal,1136,192,1250,222,276,349,277,350
Text-2036,Text,Reasoning,Treatment,Urinary,1121,155,1458,197,276,379,283,386
Text-2037,Text,Reasoning,Diagnosis,Skeletal,1191,173,1528,219,262,357,263,358
Text-2038,Text,Reasoning,Diagnosis,Skeletal,780,114,1111,161,185,274,186,275
Text-2039,Text,Understanding,Diagnosis,Integumentary,906,140,1107,171,231,294,241,304
Text-2040,Text,Reasoning,Treatment,Skeletal,925,128,1460,196,193,307,194,308
Text-2041,Text,Reasoning,Diagnosis,Digestive,1008,142,1275,178,269,365,285,381
Text-2042,Text,Reasoning,Diagnosis,Respiratory,1413,209,1694,244,380,471,397,488
Text-2043,Text,Understanding,Diagnosis,Reproductive,707,98,1045,145,158,246,160,249
Text-2044,Text,Reasoning,Treatment,Nervous,954,135,1267,179,232,308,245,321
Text-2045,Text,Understanding,Basic Science,Digestive,201,37,279,57,79,139,87,155
Text-2046,Text,Reasoning,Diagnosis,Cardiovascular,920,129,1245,174,205,286,214,295
Text-2047,Text,Understanding,Diagnosis,Lymphatic,807,98,1168,136,173,266,174,267
Text-2048,Text,Understanding,Basic Science,Other / NA,781,104,962,130,177,241,177,241
Text-2049,Text,Understanding,Basic Science,Skeletal,640,90,1154,167,128,237,128,237
Text-2050,Text,Reasoning,Treatment,Reproductive,1065,138,1396,175,284,416,293,425
Text-2051,Text,Reasoning,Diagnosis,Skeletal,1315,172,2013,250,323,513,324,514
Text-2052,Text,Understanding,Diagnosis,Endocrine,584,87,713,111,133,187,134,188
Text-2053,Text,Reasoning,Diagnosis,Skeletal,1015,156,1267,194,235,320,236,321
Text-2054,Text,Reasoning,Treatment,Nervous,859,128,1099,160,214,297,217,300
Text-2055,Text,Reasoning,Diagnosis,Reproductive,1764,257,2153,317,400,499,416,516
Text-2056,Text,Reasoning,Diagnosis,Reproductive,1987,362,3205,612,603,1048,616,1071
Text-2057,Text,Reasoning,Diagnosis,Nervous,1022,149,1292,187,230,315,231,316
Text-2058,Text,Understanding,Basic Science,Respiratory,848,124,1405,208,179,308,181,311
Text-2059,Text,Reasoning,Treatment,Cardiovascular,1166,187,1485,228,291,371,304,384
Text-2060,Text,Reasoning,Treatment,Nervous,1330,189,1875,269,275,394,277,396
Text-2061,Text,Reasoning,Diagnosis,Respiratory,1211,181,1563,233,272,365,285,380
Text-2062,Text,Reasoning,Treatment,Skeletal,2346,373,4094,652,523,914,524,915
Text-2063,Text,Reasoning,Treatment,Skeletal,1370,208,2106,309,311,481,315,485
Text-2064,Text,Reasoning,Basic Science,Skeletal,1058,148,1252,173,235,295,237,297
Text-2065,Text,Reasoning,Diagnosis,Cardiovascular,1157,168,1354,195,270,338,272,340
Text-2066,Text,Reasoning,Treatment,Reproductive,892,127,1328,188,214,317,220,323
Text-2067,Text,Reasoning,Diagnosis,Cardiovascular,826,129,1258,198,201,319,202,320
Text-2068,Text,Reasoning,Treatment,Muscular,1601,260,2095,339,347,463,351,467
Text-2069,Text,Reasoning,Basic Science,Muscular,432,61,650,94,98,161,98,161
Text-2070,Text,Reasoning,Treatment,Other / NA,1129,189,1779,308,275,442,278,445
Text-2071,Text,Reasoning,Treatment,Endocrine,1007,141,1206,165,247,328,249,330
Text-2072,Text,Reasoning,Diagnosis,Digestive,1180,193,1412,224,323,398,338,413
Text-2073,Text,Reasoning,Treatment,Lymphatic,1096,168,1375,205,310,422,325,437
Text-2074,Text,Reasoning,Basic Science,Endocrine,588,90,861,132,141,227,141,227
Text-2075,Text,Reasoning,Basic Science,Endocrine,1242,197,1787,294,303,455,315,468
Text-2076,Text,Reasoning,Treatment,Integumentary,1307,199,1728,268,338,482,341,485
Text-2077,Text,Reasoning,Basic Science,Respiratory,1038,152,1564,232,230,370,231,371
Text-2078,Text,Reasoning,Diagnosis,Respiratory,939,131,1194,169,231,316,240,325
Text-2079,Text,Reasoning,Treatment,Digestive,1176,162,1740,236,262,401,264,403
Text-2080,Text,Reasoning,Diagnosis,Skeletal,1348,207,1659,252,307,396,318,407
Text-2081,Text,Reasoning,Basic Science,Nervous,643,95,990,148,150,244,151,245
Text-2082,Text,Reasoning,Diagnosis,Endocrine,1660,261,1912,295,480,558,494,572
Text-2083,Text,Reasoning,Treatment,Urinary,866,123,1009,143,233,300,241,308
Text-2084,Text,Reasoning,Treatment,Nervous,1364,189,1665,224,309,394,316,401
Text-2085,Text,Understanding,Basic Science,Digestive,1180,171,1708,249,281,428,284,432
Text-2086,Text,Reasoning,Treatment,Skeletal,685,100,1037,149,148,235,149,236
Text-2087,Text,Reasoning,Diagnosis,Skeletal,1401,228,1862,305,334,462,342,470
Text-2088,Text,Reasoning,Basic Science,Cardiovascular,1060,134,1375,170,257,357,265,365
Text-2089,Text,Reasoning,Treatment,Cardiovascular,1100,157,1478,207,283,397,299,413
Text-2090,Text,Reasoning,Basic Science,Skeletal,517,70,743,100,132,205,133,206
Text-2091,Text,Reasoning,Basic Science,Endocrine,649,88,963,127,152,243,153,244
Text-2092,Text,Reasoning,Diagnosis,Respiratory,887,126,1109,157,221,308,222,309
Text-2093,Text,Reasoning,Diagnosis,Skeletal,1626,271,1914,303,468,548,487,567
Text-2094,Text,Understanding,Treatment,Cardiovascular,953,136,1219,173,217,284,234,301
Text-2095,Text,Reasoning,Treatment,Cardiovascular,1170,173,1456,214,293,385,298,390
Text-2096,Text,Understanding,Basic Science,Skeletal,1187,185,1555,252,277,388,280,391
Text-2097,Text,Reasoning,Diagnosis,Nervous,1395,198,1970,271,297,421,310,437
Text-2098,Text,Reasoning,Basic Science,Endocrine,1310,181,1869,254,253,363,255,365
Text-2099,Text,Reasoning,Treatment,Cardiovascular,1403,189,1841,246,344,457,351,464
Text-2100,Text,Reasoning,Treatment,Muscular,1661,270,2674,439,347,573,348,574
Text-2101,Text,Reasoning,Diagnosis,Nervous,1271,189,1631,241,295,396,304,405
Text-2102,Text,Reasoning,Basic Science,Skeletal,1282,197,1425,217,312,368,321,377
Text-2103,Text,Reasoning,Diagnosis,Nervous,1269,175,1805,248,275,385,284,394
Text-2104,Text,Reasoning,Treatment,Cardiovascular,1487,208,1996,271,342,481,352,491
Text-2105,Text,Reasoning,Diagnosis,Digestive,1618,231,1957,268,445,533,468,556
Text-2106,Text,Reasoning,Treatment,Skeletal,832,112,1337,179,196,324,197,325
Text-2107,Text,Reasoning,Diagnosis,Nervous,1045,146,1390,194,240,329,251,341
Text-2108,Text,Reasoning,Diagnosis,Nervous,1038,149,1301,182,224,297,225,298
Text-2109,Text,Reasoning,Diagnosis,Digestive,1111,169,1351,206,253,325,254,326
Text-2110,Text,Reasoning,Diagnosis,Digestive,1067,159,1333,195,252,330,263,341
Text-2111,Text,Understanding,Basic Science,Reproductive,481,72,827,126,119,213,119,213
Text-2112,Text,Understanding,Basic Science,Urinary,298,45,527,81,85,157,85,157
Text-2113,Text,Understanding,Basic Science,Cardiovascular,823,107,1465,190,188,345,188,345
Text-2114,Text,Understanding,Basic Science,Endocrine,509,68,891,119,142,254,142,254
Text-2115,Text,Understanding,Diagnosis,Skeletal,758,109,1022,145,170,248,171,249
Text-2116,Text,Reasoning,Basic Science,Reproductive,937,138,1759,262,232,435,233,437
Text-2117,Text,Reasoning,Diagnosis,Respiratory,1138,172,1469,219,260,349,264,353
Text-2118,Text,Reasoning,Diagnosis,Reproductive,999,147,1287,186,244,326,255,337
Text-2119,Text,Understanding,Treatment,Nervous,923,131,1155,164,197,265,198,266
Text-2120,Text,Reasoning,Basic Science,Digestive,1152,182,1428,217,315,408,325,418
Text-2121,Text,Understanding,Diagnosis,Reproductive,1661,254,2267,336,359,493,363,497
Text-2122,Text,Reasoning,Diagnosis,Digestive,1202,186,1523,230,312,403,330,422
Text-2123,Text,Understanding,Treatment,Respiratory,442,53,695,84,126,212,126,212
Text-2124,Text,Reasoning,Basic Science,Other / NA,1100,185,1837,317,216,374,216,374
Text-2125,Text,Reasoning,Basic Science,Other / NA,693,98,960,139,151,232,151,232
Text-2126,Text,Reasoning,Treatment,Nervous,1032,146,1416,202,221,322,223,324
Text-2127,Text,Understanding,Treatment,Reproductive,642,89,1111,153,148,257,149,258
Text-2128,Text,Reasoning,Treatment,Lymphatic,1165,188,1660,264,280,403,282,405
Text-2129,Text,Reasoning,Diagnosis,Cardiovascular,1170,179,1526,228,293,396,301,404
Text-2130,Text,Reasoning,Diagnosis,Nervous,808,113,979,138,200,274,208,282
Text-2131,Text,Reasoning,Basic Science,Skeletal,788,134,878,154,218,276,226,284
Text-2132,Text,Reasoning,Diagnosis,Urinary,1225,188,1572,236,320,421,334,436
Text-2133,Text,Reasoning,Diagnosis,Integumentary,1161,179,1379,206,296,383,300,387
Text-2134,Text,Reasoning,Diagnosis,Skeletal,1118,193,1442,247,264,349,271,356
Text-2135,Text,Understanding,Diagnosis,Reproductive,1607,245,2763,419,338,579,340,582
Text-2136,Text,Reasoning,Diagnosis,Reproductive,1036,162,1336,205,252,329,262,339
Text-2137,Text,Reasoning,Diagnosis,Endocrine,1112,168,1394,214,252,334,261,343
Text-2138,Text,Reasoning,Diagnosis,Cardiovascular,1193,177,2240,335,281,537,292,559
Text-2139,Text,Reasoning,Treatment,Nervous,951,139,1096,159,213,283,216,286
Text-2140,Text,Understanding,Treatment,Integumentary,904,128,1301,173,219,338,220,339
Text-2141,Text,Reasoning,Diagnosis,Cardiovascular,964,149,1219,181,256,338,266,348
Text-2142,Text,Understanding,Diagnosis,Nervous,1081,178,1582,265,254,376,262,384
Text-2143,Text,Understanding,Basic Science,Reproductive,780,121,990,153,208,282,219,293
Text-2144,Text,Understanding,Basic Science,Cardiovascular,306,43,487,67,89,155,89,155
Text-2145,Text,Reasoning,Diagnosis,Cardiovascular,1162,183,1373,214,283,348,294,359
Text-2146,Text,Reasoning,Treatment,Lymphatic,1264,192,1539,237,299,373,316,390
Text-2147,Text,Reasoning,Basic Science,Skeletal,1250,201,1905,309,285,450,286,451
Text-2148,Text,Understanding,Basic Science,Lymphatic,848,123,1150,158,202,283,204,285
Text-2149,Text,Understanding,Basic Science,Respiratory,1412,202,1920,266,292,403,294,405
Text-2150,Text,Understanding,Basic Science,Muscular,2152,328,3731,576,423,731,427,738
Text-2151,Text,Reasoning,Diagnosis,Reproductive,895,136,1154,168,232,316,243,327
Text-2152,Text,Reasoning,Basic Science,Other / NA,1127,166,1426,206,224,295,224,295
Text-2153,Text,Reasoning,Diagnosis,Other / NA,1563,237,2561,393,285,468,288,471
Text-2154,Text,Understanding,Treatment,Skeletal,1023,154,1310,192,233,315,234,316
Text-2155,Text,Reasoning,Diagnosis,Reproductive,948,121,1118,142,211,265,219,273
Text-2156,Text,Reasoning,Diagnosis,Nervous,1158,169,1557,223,258,351,267,360
Text-2157,Text,Reasoning,Treatment,Digestive,1310,185,1851,268,269,404,272,407
Text-2158,Text,Reasoning,Basic Science,Respiratory,763,148,863,178,228,288,257,337
Text-2159,Text,Reasoning,Diagnosis,Reproductive,1238,182,1502,219,292,379,300,387
Text-2160,Text,Reasoning,Diagnosis,Reproductive,1711,237,2248,309,431,571,445,587
Text-2161,Text,Reasoning,Diagnosis,Skeletal,1378,228,1908,316,315,435,316,436
Text-2162,Text,Reasoning,Diagnosis,Endocrine,1203,191,1580,250,293,403,301,411
Text-2163,Text,Reasoning,Diagnosis,Cardiovascular,1333,186,1677,231,306,401,315,410
Text-2164,Text,Understanding,Diagnosis,Muscular,369,68,524,107,134,209,150,240
Text-2165,Text,Reasoning,Diagnosis,Nervous,1078,162,1436,218,245,337,256,348
Text-2166,Text,Reasoning,Diagnosis,Digestive,1325,195,1627,237,359,444,378,463
Text-2167,Text,Reasoning,Basic Science,Other / NA,895,134,1151,165,242,342,242,342
Text-2168,Text,Reasoning,Diagnosis,Digestive,1027,158,1347,203,246,344,254,352
Text-2169,Text,Reasoning,Diagnosis,Urinary,1128,148,1680,211,255,388,259,392
Text-2170,Text,Reasoning,Diagnosis,Skeletal,982,156,1268,199,235,309,241,315
Text-2171,Text,Reasoning,Diagnosis,Digestive,1103,159,1444,210,273,368,281,376
Text-2172,Text,Understanding,Basic Science,Nervous,329,45,493,71,89,155,89,155
Text-2173,Text,Understanding,Basic Science,Reproductive,997,150,1216,180,245,317,252,324
Text-2174,Text,Reasoning,Diagnosis,Reproductive,3364,728,5485,1216,1037,1725,1096,1816
Text-2175,Text,Understanding,Basic Science,Nervous,789,115,937,139,183,247,183,247
Text-2176,Text,Reasoning,Diagnosis,Reproductive,1416,201,1652,234,351,428,371,448
Text-2177,Text,Reasoning,Basic Science,Skeletal,470,73,751,116,116,194,116,194
Text-2178,Text,Reasoning,Diagnosis,Reproductive,1106,166,1395,211,261,344,267,350
Text-2179,Text,Understanding,Diagnosis,Endocrine,1022,153,1364,197,276,379,286,389
Text-2180,Text,Reasoning,Diagnosis,Nervous,1496,197,1840,241,341,435,347,441
Text-2181,Text,Understanding,Basic Science,Digestive,1208,189,1651,262,318,459,327,468
Text-2182,Text,Understanding,Basic Science,Reproductive,814,116,1004,145,211,286,212,287
Text-2183,Text,Reasoning,Diagnosis,Respiratory,1734,261,2063,300,478,566,508,596
Text-2184,Text,Reasoning,Treatment,Digestive,915,132,1236,168,279,404,284,409
Text-2185,Text,Reasoning,Diagnosis,Muscular,1226,182,1541,234,271,355,279,363
Text-2186,Text,Reasoning,Treatment,Nervous,871,110,1036,131,186,257,187,258
Text-2187,Text,Reasoning,Diagnosis,Urinary,1401,225,1668,265,428,511,457,541
Text-2188,Text,Reasoning,Treatment,Respiratory,1576,210,1886,250,397,509,408,520
Text-2189,Text,Reasoning,Treatment,Digestive,931,145,1417,229,214,338,228,358
Text-2190,Text,Understanding,Treatment,Reproductive,758,103,1037,142,170,252,172,254
Text-2191,Text,Understanding,Basic Science,Digestive,779,111,930,131,204,278,205,279
Text-2192,Text,Reasoning,Basic Science,Nervous,858,140,1055,172,203,278,204,279
Text-2193,Text,Reasoning,Basic Science,Respiratory,1363,188,1835,248,342,481,350,489
Text-2194,Text,Reasoning,Diagnosis,Respiratory,1216,179,1782,261,267,386,271,390
Text-2195,Text,Understanding,Basic Science,Lymphatic,733,102,1033,145,160,239,160,239
Text-2196,Text,Reasoning,Diagnosis,Endocrine,982,144,1300,188,290,383,316,409
Text-2197,Text,Reasoning,Diagnosis,Digestive,1211,180,1525,222,322,415,337,430
Text-2198,Text,Reasoning,Treatment,Other / NA,738,101,1232,168,145,245,145,245
Text-2199,Text,Reasoning,Basic Science,Nervous,368,57,593,94,102,178,102,178
Text-2200,Text,Reasoning,Diagnosis,Nervous,1328,192,1673,240,299,390,311,403
Text-2201,Text,Reasoning,Diagnosis,Reproductive,1149,166,1610,232,247,355,249,357
Text-2202,Text,Reasoning,Diagnosis,Digestive,1223,208,1439,235,327,399,337,409
Text-2203,Text,Reasoning,Treatment,Skeletal,666,93,1109,158,166,286,169,292
Text-2204,Text,Understanding,Basic Science,Reproductive,1189,173,1747,252,267,404,269,406
Text-2205,Text,Understanding,Basic Science,Skeletal,556,76,959,134,112,197,112,197
Text-2206,Text,Reasoning,Diagnosis,Endocrine,1467,208,1855,255,394,508,413,527
Text-2207,Text,Reasoning,Diagnosis,Respiratory,1661,225,2164,288,387,516,397,526
Text-2208,Text,Reasoning,Treatment,Skeletal,621,79,1023,128,166,288,167,289
Text-2209,Text,Reasoning,Treatment,Cardiovascular,1211,172,1545,212,305,403,317,415
Text-2210,Text,Reasoning,Diagnosis,Endocrine,1289,176,1533,205,327,396,339,408
Text-2211,Text,Reasoning,Diagnosis,Nervous,2169,335,2804,425,459,606,463,610
Text-2212,Text,Reasoning,Treatment,Skeletal,825,122,1545,231,221,424,224,430
Text-2213,Text,Reasoning,Basic Science,Nervous,1924,280,2789,400,362,525,366,529
Text-2214,Text,Understanding,Basic Science,Digestive,1872,286,2653,394,473,673,481,681
Text-2215,Text,Understanding,Treatment,Reproductive,586,89,886,136,133,214,134,215
Text-2216,Text,Reasoning,Diagnosis,Digestive,1137,174,1434,218,272,351,286,366
Text-2217,Text,Reasoning,Basic Science,Endocrine,1750,252,1967,281,432,496,444,508
Text-2218,Text,Understanding,Basic Science,Cardiovascular,1155,152,1594,210,253,362,263,374
Text-2219,Text,Reasoning,Treatment,Respiratory,1079,159,1371,196,265,355,274,364
Text-2220,Text,Reasoning,Diagnosis,Muscular,989,153,1309,198,231,320,232,321
Text-2221,Text,Understanding,Basic Science,Nervous,1163,172,1516,229,234,315,242,323
Text-2222,Text,Reasoning,Diagnosis,Nervous,1150,172,1465,215,276,366,284,374
Text-2223,Text,Reasoning,Diagnosis,Endocrine,1079,148,1451,196,249,339,260,350
Text-2224,Text,Understanding,Basic Science,Lymphatic,472,71,830,127,148,264,153,274
Text-2225,Text,Understanding,Basic Science,Other / NA,1133,207,1363,267,244,325,244,325
