qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-1768,MM-1768-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1999,1013,2024987,1.9733,384346,False,87bbf1491da09b0dec27b62177444a96,c0c612c6fef678c8
MM-1769,MM-1769-a.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,450,300,135000,1.5,373435,False,076610f1831935a22491c33861acae2c,e5c8b6a36632647c
MM-1770,MM-1770-a.jpeg,Urinary,Understanding,Diagnosis,JPEG,RGB,319,236,75284,1.3517,33928,False,e645a7537568049736e5b783ae94a6d8,8b38975283f44bab
MM-1771,MM-1771-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,533,454,241982,1.174,121925,True,639c3fcd5568fc5215e149e91fe87dc1,8c0f9f28cbf80f0e
MM-1772,MM-1772-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,369,630,232470,0.5857,70121,True,88cb80f92e3db495022909b53631db55,c1344b5a74697a75
MM-1773,MM-1773-a.jpeg,Integumentary,Understanding,Basic Science,JPEG,RGB,230,289,66470,0.7958,12822,False,b5089f25d2a60283732b6431687f8763,d5aa95972e60c99a
MM-1774,MM-1774-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,172,203,34916,0.8473,14324,True,eea3f871a8b00722b1a65b6ef077f794,c0d24b0d3fbd3c1c
MM-1775,MM-1775-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,700,525,367500,1.3333,69428,False,396bcb467c1eaf83db824320a60d87bc,88212f7d9ecb3592
MM-1776,MM-1776-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,379,314,119006,1.207,38695,True,cec69a3a8fc61d3df6df0dd6e06309da,ed807fb0b02fa985
MM-1776,MM-1776-b.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,379,211,79969,1.7962,32708,True,a9b306e31d55b0bffe7e919ff904f2e6,b30d0dd8c51999f3
MM-1777,MM-1777-a.jpeg,Digestive,Reasoning,Treatment,JPEG,RGB,452,344,155488,1.314,31841,True,3bd48141b6bc5b9d072aba9c47e8ccd2,c5661e7963b638c1
MM-1777,MM-1777-b.jpeg,Digestive,Reasoning,Treatment,JPEG,RGB,299,295,88205,1.0136,18847,True,dc93d4f4680f239d979f20335d53f862,d2e88f9d43c13e26
MM-1777,MM-1777-c.jpeg,Digestive,Reasoning,Treatment,JPEG,RGB,331,384,127104,0.862,23370,True,78ca466b0202faad3ad1d077d1619a70,956d0e6169a6ceb2
MM-1778,MM-1778-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,1000,1500000,1.5,395526,False,bb1f49ec1dd381a0ea6982407fceb21d,d4a759dd441e4399
MM-1779,MM-1779-a.jpeg,Endocrine,Understanding,Diagnosis,JPEG,RGB,1500,1617,2425500,0.9276,1310260,False,84ce74e9e58851617f30020a76bf9e8e,c19c0383f709f72d
MM-1780,MM-1780-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1714,2571000,0.8751,554756,True,e5a3b415df15ef8d14e78763a85b151e,dd2dc25b0dc4b8b4
MM-1781,MM-1781-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1141,1711500,1.3146,318215,False,f885918389fa7559476ca72989330f47,ca4b6e329bc9e426
MM-1782,MM-1782-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1767,2650500,0.8489,1742192,False,2e68b2a6bb33fc08bc6a99021a35d40a,fd8f020e0f391cce
MM-1783,MM-1783-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,655,509,333395,1.2868,48382,False,3f11b4203ca2f2de636d2172161f3baa,9f8f1ee0e1e19494
MM-1783,MM-1783-b.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,371,323,119833,1.1486,20715,True,6730bcddac6015b7866781f3d5a95455,9476ba7c8461d2d5
MM-1783,MM-1783-c.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,264,464,122496,0.569,43380,True,d5d7e93f96103ee888a47c71a9850263,c1d38f4e9e789c24
MM-1783,MM-1783-d.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,1500,2250000,1.0,85097,True,753b1cffef69941c2d8318598f77bb61,cbcdcd6433c192c9
MM-1783,MM-1783-e.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,200,134,26800,1.4925,5401,False,4a5826c29396b505e44e40d55cc75ef8,e6d0d56e669a82c9
MM-1784,MM-1784-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1228,1842000,1.2215,377781,False,40b2cb023fe6e758cfe9f2c79958f965,e8947b956c8926cb
MM-1785,MM-1785-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,700,475,332500,1.4737,24785,False,3dd83fdcf54b4b98e4ef499694456912,88dab78496532ec7
MM-1786,MM-1786-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,324,500,162000,0.648,123594,True,c7d97bebeaddc187a11ff8dfb9d79678,82a5c0a5b86abdeb
MM-1786,MM-1786-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,471,235500,1.0616,125076,True,050fca4460f5a118d0340785b5fc4f60,87b33886633c2d67
MM-1787,MM-1787-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,1119,1678500,1.3405,272345,True,29c50b6d486c03517a2da8a9ccc61c3c,ce3b2ce11b9fc40c
MM-1788,MM-1788-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,302,484,146168,0.624,20261,False,3ebfe614c844d2dafa5568eef880de3e,f82c3d8e82c8eeb8
MM-1789,MM-1789-a.jpeg,Urinary,Understanding,Basic Science,JPEG,RGB,800,500,400000,1.6,24053,False,f2a0fa0c7e8777eeb8c3b33c396517b4,efd092ce8b998c2c
MM-1790,MM-1790-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,600,336,201600,1.7857,18956,False,dc6eb92b8d979c8287da80c88ad93ee5,aedd7e3a9c188512
MM-1791,MM-1791-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,768,720,552960,1.0667,29613,True,70f592e48c8dbc6ac187d5581cdbc49b,8a643cc63c9b6cd6
MM-1792,MM-1792-a.png,Cardiovascular,Reasoning,Basic Science,PNG,RGBA,1773,695,1232235,2.5511,123210,True,0ab8046541eaf32a77cf8a106f96bc03,e9b0b42549d2cf8d
MM-1793,MM-1793-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,483,96,46368,5.0312,11224,False,99918d843fe0d0209fdecf56892bcd0c,80ef263dd629d568
MM-1794,MM-1794-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,256,216,55296,1.1852,20700,True,99070b03b618c5f1417af8db4c00ae25,dbe13cd442594e2b
MM-1795,MM-1795-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,2479,3718500,0.6051,823877,True,c35616d6a1a8469442b594eb2671a324,e221b15eb759a472
MM-1796,MM-1796-a.png,Respiratory,Reasoning,Treatment,PNG,RGB,232,232,53824,1.0,57815,True,febef2795e276ca7a447c841330cf5f5,f978e429855199c7
MM-1796,MM-1796-b.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,391,229,89539,1.7074,13072,True,c9ccbf90d1c8667d7c89388753cba424,e91784bc93c992ce
MM-1797,MM-1797-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,1024,768,786432,1.3333,641506,False,d841abf3f5ea0a6ee8a96b703306067d,f17646746c8c195b
MM-1798,MM-1798-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1512,1000,1512000,1.512,114680,True,8755885bee8fd7f195e3b345352b3161,b27f7dccbcc0c0c0
MM-1799,MM-1799-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,800,600,480000,1.3333,71316,True,7e51db27f2bc378eda83e6fb39080d1e,d507db0d789ae00f
MM-1800,MM-1800-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,588,999,587412,0.5886,42432,True,53db3f6b25cc8de5f30f6a317ef9f28a,956ae6a6e231e391
MM-1800,MM-1800-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1000,734,734000,1.3624,49679,True,0488afba05e99903103f27bee6f31c74,842bdba43aa94ef4
MM-1801,MM-1801-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,890,394,350660,2.2589,25964,True,b556befb5a07e7b18e19ce418b62ef0e,887f7f7ee5808580
MM-1802,MM-1802-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,1500,1275,1912500,1.1765,124674,True,680a80eedc3103097c6e9f749413269f,cec1341bb76ce132
MM-1803,MM-1803-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1215,1822500,1.2346,808103,False,6388d459335be6328215475bfb7ed00e,ab2df41a9cf0c5e0
MM-1804,MM-1804-a.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,363,358,129954,1.014,109846,True,ecdacff3ab65ed36c92f05aa84985f60,905ede1ebca1a3a1
MM-1804,MM-1804-b.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,463,678,313914,0.6829,24708,False,828a1db2f48b8f01f8b0a4e59bda4a13,98e71e61d03d9de0
MM-1804,MM-1804-c.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,359,430,154370,0.8349,143654,True,1ba8bcc80e6033392242f779a1ba6d56,d2fab504a36d8d83
MM-1804,MM-1804-d.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,355,450,159750,0.7889,10318,True,a0d84a24a50fa8250fb66bfff3963281,c0d0cf6b63978cc5
MM-1804,MM-1804-e.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,374,282,105468,1.3262,106948,True,48c045541f32adfb3fd87a56444b3015,c0ca6aab7aa8e2ea
MM-1805,MM-1805-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,749,566,423934,1.3233,50644,True,347ad7599a7f04b4c97e974a09ceaeb4,96966879c2a79d85
MM-1806,MM-1806-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1877,2815500,0.7991,336520,True,a28ef1357358fc9260731ede62169167,ab17c8e0b6d99c91
MM-1807,MM-1807-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,456,623,284088,0.7319,13600,True,1a8ed76c36060dbf4eb2cbd2fccaaa28,ffff0c3c030f0303
MM-1808,MM-1808-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,600,320,192000,1.875,21553,True,f54f92b1364198315e6e98d946c94ea1,cd6d312e5bc22cb4
MM-1809,MM-1809-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,632,1000,632000,0.632,50515,True,1d0505707678377add74ebb003ce11e3,f57e21800f6cd22f
MM-1809,MM-1809-b.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,667,1000,667000,0.667,36510,True,8a09159ab77e93d978dfb75ca57f35f7,9469675d61e5c11d
MM-1809,MM-1809-c.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,392,450,176400,0.8711,15397,True,6e21378020b7d600b00b6614e7992d68,8792e1a178acf9ca
MM-1809,MM-1809-d.jpeg,Skeletal,Understanding,Diagnosis,JPEG,L,444,444,197136,1.0,16585,True,00e19d2714f666935fb90369c7b442d4,c7caac4ab552b54a
MM-1809,MM-1809-e.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,2704,2000,5408000,1.352,236753,True,93a3da0ca610e876156b22876f68a879,b02a6dff3cc3a812
MM-1810,MM-1810-a.jpeg,Lymphatic,Reasoning,Basic Science,JPEG,RGB,458,346,158468,1.3237,40269,False,ea192f2057898355dddaa8d70068825f,95505f792f032a1f
MM-1811,MM-1811-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,313,313,97969,1.0,56712,True,c09aef241cb4b8777eecdcea24e4a6b3,991346ec3b92a53b
MM-1811,MM-1811-b.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,306,314,96084,0.9745,91353,True,86e895ee09547b82eeb019ef1ad3d8ed,996dc41ed30f1a4d
MM-1812,MM-1812-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,726,1089000,2.0661,661120,True,a6a7a2c107dad06e4bd26f9450838f73,8afe707a574e0a62
MM-1813,MM-1813-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,794,1600,1270400,0.4963,88255,True,b37394c24c595a57b076f41a39e0dd2e,8279ae6071656b6e
MM-1814,MM-1814-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1378,2067000,1.0885,928863,False,9309ae7855d0853740c5ef6660401410,bdcbc2251b01378f
MM-1815,MM-1815-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1414,1000,1414000,1.414,59742,True,68261c671e46bad420acfca512d580b3,e664989bc99b9a32
MM-1816,MM-1816-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,630,353,222390,1.7847,33150,True,9bf18fc57bff38e7d44f6d8ffe30200f,ce7918643bdf4298
MM-1817,MM-1817-a.jpeg,Integumentary,Understanding,Basic Science,JPEG,RGB,200,160,32000,1.25,8669,False,e8a291884cc9d88f3f86637f6ea2dbff,95953ad767866506
MM-1818,MM-1818-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1334,999,1332666,1.3353,185272,False,d20c443cd01ecfb7668b2f67cd210ec9,c0c2076d9f714fb2
MM-1819,MM-1819-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,488,268,130784,1.8209,25726,True,fa968df9713c24773daa5e4967e47f48,9436e19d32c638f9
MM-1820,MM-1820-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,1600,577,923200,2.773,160100,True,12acd32d11eb13f7a98fbc30b33d8e37,b544901f66e11f5e
MM-1821,MM-1821-a.jpeg,Urinary,Reasoning,Treatment,JPEG,RGB,643,999,642357,0.6436,179913,False,bf0d1b9cb2ed33e77e21b1bd818a5dfb,bf32d86ac03e5171
MM-1821,MM-1821-b.jpeg,Urinary,Reasoning,Treatment,JPEG,RGB,1287,1999,2572713,0.6438,444297,True,9d37b77c5f8a149dc09c4b21260d64ca,abd0703f7a2d506a
MM-1822,MM-1822-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,430,602,258860,0.7143,13440,True,f189f59bf34d21b29e6620c3eadb2fcf,c5d5b54dad2c4f02
MM-1823,MM-1823-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,600,450,270000,1.3333,25513,True,b123185d8586875ec02a72ba8b718f0f,ce93324d6d263366
MM-1824,MM-1824-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1618,2427000,0.9271,602529,False,373f2c4720b3eccefd30f8a0c2ce47fb,9ec1e31dd452e13a
MM-1825,MM-1825-a.jpeg,Integumentary,Reasoning,Diagnosis,PNG,RGBA,288,450,129600,0.64,336470,False,04a3588ca4c054ac4a5e3a6120b50591,9d472b7ea08ad49c
MM-1826,MM-1826-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,450,312,140400,1.4423,54031,False,f6ca5c546e49a5a672af4ddb5343da20,86a62e3af1f54646
MM-1827,MM-1827-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,392,236,92512,1.661,23531,False,c53a8f91c33bc3267ba27531fc3ee1f4,d43c3a5789a5c3e2
MM-1828,MM-1828-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,475,416,197600,1.1418,21744,True,db5146d854ab9594d62fd64d3808cd80,d6ca3285cef2899a
MM-1829,MM-1829-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,800,291,232800,2.7491,35214,False,68c30cc8f3531259c3b3ed110b4875d3,8966f6a8a4ad2f58
MM-1829,MM-1829-b.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1137,752,855024,1.512,117216,False,2910755c45381a0e2027a37761d4ce88,90c9646c1b9b67b3
MM-1830,MM-1830-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,572,382,218504,1.4974,54305,False,8fbb257fb9af3851b7110ea621e268d2,ea95314b13462db7
MM-1830,MM-1830-b.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,592,394,233248,1.5025,47641,False,da4e74d56afbdb972bc3b30d5ab246bb,817f847956e86a59
MM-1831,MM-1831-a.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,1500,866,1299000,1.7321,306547,False,53d0921161914c5ed1b4e3b16c15d722,fa8f419887cc05fa
MM-1832,MM-1832-a.jpeg,Lymphatic,Reasoning,Basic Science,JPEG,RGB,402,186,74772,2.1613,9645,False,3633e1bf106a87fd138c1c0bf4bd3418,f6e7c944e023f04e
MM-1833,MM-1833-a.jpeg,Respiratory,Understanding,Basic Science,JPEG,L,423,516,218268,0.8198,22129,True,b6e9cb50c49cb5af4b1841dae8fe3264,a58c81cf9f3ed830
MM-1834,MM-1834-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,612,754,461448,0.8117,70937,True,2eec3dd0fbd622d9916f663bf3a24522,af53b524f0d3d013
MM-1835,MM-1835-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,527,790500,2.8463,446191,False,21c9b3a735c49e717a16b893c827bfc0,9ab4631cbda2a7a2
MM-1836,MM-1836-a.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,236,186,43896,1.2688,8324,False,73e4f2731ff2edac23bebdabd2d04ae2,ea6a8615bc18d3f1
MM-1837,MM-1837-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,488,435,212280,1.1218,15924,True,77a2d76d3f4e9a119b4271ed1e321116,dd69403ef213f107
MM-1837,MM-1837-b.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1024,859,879616,1.1921,89483,True,770e9a8148d12aabdc0fb62df741ae23,c453137e7ac41b93
MM-1838,MM-1838-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1003,1504500,1.4955,330670,False,82c4c0bd73e636568161b74b02815e3c,da2fbfbae8909180
MM-1839,MM-1839-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1259,999,1257741,1.2603,89961,True,2596218c9ca802ecc0f76b2d7ae2be68,c8b133e61e983f1a
MM-1840,MM-1840-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,719,450,323550,1.5978,37869,True,a83c298e68e3bcdf8e8e001b946a4349,f26091ef955a0d96
MM-1841,MM-1841-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,269,500,134500,0.538,13744,False,74d6df783d65095c916a0198508d0cea,f16338346c9c5e9c
MM-1841,MM-1841-b.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,366,500,183000,0.732,14359,True,796a63f64bf16894ab68515bf5651a64,d91be40bbce11798
MM-1842,MM-1842-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1782,2673000,0.8418,335342,True,94328efca28f734b83f29865c81c2d82,953a524717d95a1e
MM-1843,MM-1843-a.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,652,629,410108,1.0366,69022,True,76e15b3d9da6fd0df72cad769fa21efd,d5835c4e083d7b63
MM-1843,MM-1843-b.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,665,647,430255,1.0278,64980,True,818a7380cc3401be9ad66aefc3f6b1e7,c59e4b191a6b699c
MM-1844,MM-1844-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1000,500,500000,2.0,35265,True,6a037001d8ddb372a5885dbd1de95607,b59f03707fa84ac4
MM-1845,MM-1845-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,640,430,275200,1.4884,24444,True,5c6b89ef8ef28405eb30baad1133469f,c02f751aee922d39
MM-1846,MM-1846-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,429,442,189618,0.9706,16523,True,c546a2efbae1c5b344b387c617ed32ca,985d471e1e491d5d
MM-1847,MM-1847-a.png,Endocrine,Reasoning,Basic Science,PNG,RGBA,1028,833,856324,1.2341,46695,True,9fc72defaba6a06714148a95bcf4f13e,f8a5a41b1a5b875a
MM-1848,MM-1848-a.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,1500,1500,2250000,1.0,270672,True,accf349474dfb42cfad1ada1a16894e3,9a2b67949cc2d13b
MM-1849,MM-1849-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,418,489,204402,0.8548,23078,True,2b53488d9346242b0b181a9189c52151,d5fd03907964d887
MM-1849,MM-1849-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,323,271,87533,1.1919,13570,True,3be0408f1db61fea5ce1122bf9355348,d54a0fdb6124f632
MM-1850,MM-1850-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,422,109,45998,3.8716,11390,False,9acc243512c0721b9416c6ce7031176d,bac1c53ed5285ad4
MM-1851,MM-1851-a.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,1500,1092,1638000,1.3736,265989,True,a2954f38314f70b87d7939ef00a30a20,9913c66de29cb871
MM-1852,MM-1852-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,380,378,143640,1.0053,16879,False,6619aaa2673823fe8327bdf0f68528c7,c842431f1797d6e6
MM-1853,MM-1853-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,392,299,117208,1.311,42200,False,c5eeabfbe071900901413b42145096c1,9e9fe54a93e03294
MM-1854,MM-1854-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1600,869,1390400,1.8412,488216,False,6ebac51798db42d778def2ce02828155,aae4c01b9b8bcb8b
MM-1855,MM-1855-a.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,262770,True,1d27be342330416b147100e2f40b6380,8326f649bb5cd849
MM-1855,MM-1855-b.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,376727,False,4d0f0be469ffdf8e492e8c309143a00b,af1bcd60333e94c4
MM-1855,MM-1855-c.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,424414,False,945bf0e2455920e6eee66ce1d2b4d01b,890294fdf0c2c7af
MM-1855,MM-1855-d.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,599634,False,00b0255fbb6b193b323b038bfbf71abe,8c4d5874930bcf6d
MM-1855,MM-1855-e.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,566070,False,3d40b26802729167314534afbc749c1b,c38f9362be41e43c
MM-1856,MM-1856-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1493,2239500,1.0047,681556,True,5366a28d5015fe2c026eec553aa85d11,aa95981ab8badaa9
MM-1857,MM-1857-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,300,134,40200,2.2388,8535,False,c515c21179a471e764cf95809d7c9c50,e6195979e4769348
MM-1857,MM-1857-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,337,450,151650,0.7489,13580,True,cb7d770ffa3add5d4c19fe50c5ed7589,b4a75af09460ad7c
MM-1858,MM-1858-a.png,Cardiovascular,Reasoning,Diagnosis,PNG,RGBA,661,390,257790,1.6949,462697,True,41c3c53a324b8b66ef27f44893943366,9fc0dba7b0879093
MM-1859,MM-1859-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,598,793,474214,0.7541,41514,True,cbf825a168ba8059d87c49fcc55fdcbf,d0c02bf2353d3e36
MM-1859,MM-1859-b.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,599,794,475606,0.7544,43176,True,41bc9a389a6f58e77b2870da1264b68c,d0c02bf6353d3e34
MM-1859,MM-1859-c.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,598,791,473018,0.756,41887,True,eb78f7b47170196ce9b2c1d8980d4aa2,d0c02bf6342d3f36
MM-1859,MM-1859-d.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,599,794,475606,0.7544,43362,True,c86960035fedd861f94df388932a6542,d0c02bf6342d3f36
MM-1859,MM-1859-e.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,597,791,472227,0.7547,41737,True,320bb89fd451deb6e72f29da5fa35c5f,d0c02bf6352d3e36
MM-1860,MM-1860-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,441,441,194481,1.0,23158,True,13f33a24ba659ff04fb40456d9175af0,ddeec61919392926
MM-1861,MM-1861-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,703,526,369778,1.3365,164044,False,d600e428a156f1b768117cc5c451d2c6,db7d6d9b646888a0
MM-1862,MM-1862-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,701,296,207496,2.3682,20328,True,d05c37ab17d2d5d9defc9d8e87effd0d,f63c3180decee6c0
MM-1863,MM-1863-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,593,889500,2.5295,535489,False,038bd1530347a0d4dc6dfefdfaa5ed29,80db3e9300fd9667
MM-1864,MM-1864-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,303,500,151500,0.606,136708,True,ac8f9cb9ed7cf6fcf916a69a9eafaaf8,c2c23f35b2379c68
MM-1864,MM-1864-b.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,312,500,156000,0.624,127525,True,44ffa0ad2462680a5f6b3bf50b3c32e4,96bdbd2d8b3aa0a0
MM-1865,MM-1865-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,793,360,285480,2.2028,63209,False,f1e53e8a81324ec704d5be6f48e2dcc7,efc2904df0f03cd1
MM-1866,MM-1866-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,246,161,39606,1.528,7414,True,d2442fa87976888408d2bf22c05907d1,a770a58cd8271a77
MM-1867,MM-1867-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,564,496,279744,1.1371,21243,False,9be26b1f4631ade8e386c5210eee7d3c,c7929a3736346666
MM-1867,MM-1867-b.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,931,628,584668,1.4825,54960,True,6dee28c11017ff85b80a1784aa1c65dd,88973d6acd383e62
MM-1868,MM-1868-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,708,450,318600,1.5733,275674,True,e7b7903b479216fb45fc35a184a59a8a,8db19e406c65abb6
MM-1869,MM-1869-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,888,513,455544,1.731,586365,False,1bb4ca98c937040b2e28cd22bbbfe523,ec6c539a5a9a2ea4
MM-1870,MM-1870-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,1500,1056,1584000,1.4205,336497,True,42fb52b4a6a2b880e0a6f70f206ba0a1,a99516221e5aae5f
MM-1871,MM-1871-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,1024,1536000,1.4648,903627,False,cab39084bdde4f0877c132d35c1dbe34,ad32f64499e5c06b
MM-1872,MM-1872-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1180,1770000,1.2712,140296,True,d222989bb07eb6573115c17d8cb7369f,c768683e383c36dc
MM-1873,MM-1873-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,408,372,151776,1.0968,15418,False,aec61be9fb5185f773088b0d47574e53,aab595429ac24fcd
